Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
24,1,2,830,0,13,2,0,4,0,78,3,1,6,2,1,2033,7103,1,1,13,3,3,1,1,2,3,1,0,0,0
44,1,1,1193,1,2,1,2,2,1,86,3,3,3,3,0,10209,19719,5,0,18,3,2,0,16,2,2,2,2,2,2
29,1,0,1246,0,19,3,0,3,1,77,2,2,0,3,2,8620,23757,1,1,14,3,3,2,10,3,3,10,7,0,4
30,1,0,330,2,1,3,0,3,1,46,3,1,8,3,2,2064,15428,0,1,21,4,1,1,6,3,4,5,3,1,3
55,1,0,1229,1,4,4,0,4,1,30,3,2,4,3,1,4035,16143,0,0,16,3,2,0,4,2,3,3,2,1,2
33,1,0,1099,1,4,4,2,1,0,82,2,1,2,2,1,3838,8192,8,1,11,3,4,0,8,5,3,5,4,0,2
47,1,0,571,0,14,3,2,3,0,78,3,2,0,3,1,4591,24200,3,0,17,3,3,1,11,4,2,5,4,1,2
28,0,1,289,1,2,2,2,3,1,38,2,1,2,1,0,2561,5355,7,1,11,3,3,0,8,2,2,0,0,0,0
28,1,0,1423,1,1,3,0,1,1,72,2,1,1,3,2,1563,12530,1,1,14,3,4,1,1,2,1,1,0,0,0
28,1,1,467,0,7,3,0,3,1,55,3,2,0,1,0,4898,11827,0,1,14,3,4,0,5,5,3,4,2,1,3
49,1,0,271,1,3,2,2,3,0,43,2,2,2,1,1,4789,23070,4,1,25,4,1,1,10,3,3,3,2,1,2
29,1,1,410,1,2,1,0,4,0,97,3,1,2,2,1,3180,4668,0,1,13,3,3,3,4,3,3,3,2,0,2
28,1,0,1083,1,29,1,0,3,1,96,1,2,3,2,1,6549,3173,1,1,14,3,2,2,8,2,2,8,6,1,7
33,1,0,516,1,8,5,0,4,1,69,3,2,4,3,0,6388,22049,2,0,17,3,1,0,14,6,3,0,0,0,0
32,1,0,495,1,10,3,2,3,1,64,3,3,5,4,0,11244,21072,2,1,25,4,2,0,10,5,4,5,2,0,0
54,1,1,1050,1,11,4,2,2,0,87,3,4,5,4,2,16032,24456,3,1,20,4,1,1,26,2,3,14,9,1,12
29,0,0,224,1,1,4,4,1,1,100,2,1,1,1,0,2362,7568,6,1,13,3,3,0,11,2,1,9,7,0,7
44,1,0,136,1,28,3,0,4,1,32,3,4,7,1,1,16328,22074,3,1,13,3,3,1,24,1,4,20,6,14,17
39,1,0,1089,1,6,3,0,2,0,32,3,3,3,2,0,8376,9150,4,1,18,3,4,0,9,3,3,2,0,2,2
46,1,0,228,0,3,3,0,3,0,51,3,4,5,2,1,16606,11380,8,1,12,3,4,1,23,2,4,13,12,5,1
35,1,0,1029,1,16,3,0,4,0,91,2,3,4,2,0,8606,21195,1,1,19,3,4,0,11,3,1,11,8,3,3
23,1,0,507,1,20,1,0,1,1,97,3,2,2,3,0,2272,24812,0,1,14,3,2,0,5,2,3,4,3,1,2
40,0,0,676,1,9,4,0,4,1,86,3,1,2,1,0,2018,21831,3,1,14,3,2,0,15,3,1,5,4,1,0
34,1,0,971,0,1,3,4,4,1,64,2,3,0,3,1,7083,12288,1,0,14,3,4,0,10,3,3,10,9,8,6
31,0,1,561,1,3,3,0,4,0,33,3,1,1,3,0,4084,4156,1,1,12,3,1,0,7,2,1,7,2,7,7
50,1,1,333,1,22,5,2,3,1,88,1,4,7,4,0,14411,24450,1,0,13,3,4,0,32,2,3,32,6,13,9
34,1,0,1440,0,7,2,4,2,1,55,3,1,6,3,1,2308,4944,0,0,25,4,2,1,12,4,3,11,10,5,7
42,1,0,1210,1,2,3,2,3,1,68,2,1,2,2,1,4841,24052,4,1,14,3,2,1,4,3,3,1,0,0,0
37,1,0,674,1,13,3,2,1,1,47,3,2,1,4,1,4285,3031,1,1,17,3,1,0,10,2,3,10,8,3,7
29,1,0,441,1,8,1,1,3,0,39,1,2,4,1,1,9715,7288,3,1,13,3,3,1,9,3,3,7,7,0,7
33,1,0,575,1,25,3,0,4,1,44,2,2,3,2,0,4320,24152,1,1,13,3,4,0,5,2,3,5,3,0,2
45,1,0,950,1,28,3,4,4,1,97,3,1,1,4,1,2132,4585,4,1,20,4,4,1,8,3,3,5,4,0,3
42,1,1,288,1,2,3,0,4,1,40,3,3,4,4,1,10124,18611,2,0,14,3,3,1,24,3,1,20,8,13,9
40,1,0,1342,0,9,2,2,1,1,47,3,2,0,1,1,5473,19345,0,1,12,3,4,0,9,5,4,8,4,7,1
33,1,0,589,1,28,4,0,2,1,79,3,2,2,3,1,5207,22949,1,0,12,3,2,1,15,3,3,15,14,5,7
40,1,0,898,2,6,2,2,3,1,38,3,4,5,4,0,16437,17381,1,0,21,4,4,0,21,2,3,21,7,7,7
24,1,0,350,1,21,2,4,3,1,57,2,1,2,1,2,2296,10036,0,1,14,3,2,3,2,3,3,1,1,0,0
40,1,2,1142,1,8,2,0,4,1,72,3,2,4,4,2,4069,8841,3,0,18,3,3,0,8,2,3,2,2,2,2
45,1,0,538,1,1,4,4,1,1,66,3,3,4,2,2,7441,20933,1,1,12,3,1,3,10,4,3,10,8,7,7
35,1,0,1402,0,28,4,0,2,0,98,2,1,6,3,1,2430,26204,0,1,23,4,1,2,6,5,3,5,3,4,2
32,1,0,824,1,5,2,0,4,0,67,2,2,1,2,1,5878,15624,3,1,12,3,1,1,12,2,3,7,1,2,5
36,1,0,1157,0,2,4,0,3,1,70,3,1,6,4,0,2644,17001,3,0,21,4,4,0,7,3,2,3,2,1,2
48,1,0,492,0,16,4,0,3,0,96,3,2,0,3,2,6439,13693,8,1,14,3,3,1,18,2,3,8,7,7,7
29,1,0,598,1,9,3,0,3,1,91,4,1,1,3,1,2451,22376,6,1,18,3,1,2,5,2,2,1,0,0,0
33,1,0,1242,0,8,4,0,1,1,46,3,2,0,1,1,6392,10589,2,1,13,3,4,1,8,6,1,2,2,2,2
30,0,0,740,0,1,3,0,2,1,64,2,2,0,1,1,9714,5323,1,1,11,3,4,1,10,4,3,10,8,6,7
38,1,1,888,2,10,4,5,3,1,71,3,2,8,3,1,6077,14814,3,1,11,3,3,0,10,2,3,6,3,1,2
35,1,0,992,1,1,3,2,4,1,68,2,1,2,1,0,2450,21731,1,1,19,3,2,0,3,3,3,3,0,1,2
30,1,0,1288,0,29,4,4,3,1,33,3,3,0,2,1,9250,17799,3,1,12,3,2,1,9,3,3,4,2,1,3
35,0,0,104,1,2,3,0,1,0,69,3,1,2,1,2,2074,26619,1,0,12,3,4,1,1,2,3,1,0,0,0
53,0,0,607,1,2,5,4,3,0,78,2,3,3,4,1,10169,14618,0,1,16,3,2,1,34,4,3,33,7,1,9
38,0,0,903,1,2,3,2,3,1,81,3,2,3,2,1,4855,7653,4,1,11,3,1,2,7,2,3,5,2,1,4
32,1,2,1200,1,1,4,4,4,1,62,3,2,1,1,1,4087,25174,4,1,14,3,2,1,9,3,2,6,5,1,2
48,1,0,1108,1,15,4,1,3,0,65,3,1,1,1,1,2367,16530,8,1,12,3,4,1,10,3,2,8,2,7,6
34,1,0,479,1,7,4,2,1,1,35,3,1,1,4,0,2972,22061,1,1,13,3,3,0,1,4,1,1,0,0,0
55,1,0,685,0,26,5,3,3,1,60,2,5,5,4,1,19586,23037,1,1,21,4,3,1,36,3,3,36,6,2,13
34,1,0,1351,1,1,4,0,2,1,45,3,2,1,4,1,5484,13008,9,1,17,3,2,1,9,3,2,2,2,2,1
26,1,0,474,1,3,3,0,1,0,89,3,1,1,4,1,2061,11133,1,1,21,4,1,0,1,5,3,1,0,0,0
38,1,0,1245,0,14,3,0,3,1,80,3,2,0,2,1,9924,12355,0,1,11,3,4,1,10,3,3,9,8,7,7
38,1,0,437,0,16,3,0,2,0,90,3,2,0,2,0,4198,16379,2,1,12,3,2,0,8,5,4,3,2,1,2
36,1,0,884,0,1,4,0,2,0,73,3,2,0,3,0,6815,21447,6,1,13,3,1,0,15,5,3,1,0,0,0
29,1,0,1370,1,3,1,2,2,1,87,3,1,2,1,0,4723,16213,1,0,18,3,4,0,10,3,3,10,9,1,5
35,1,0,670,1,10,4,2,1,0,51,3,2,4,3,0,6142,4223,3,0,16,3,3,0,10,4,3,5,2,0,4
39,1,0,1462,0,6,3,2,4,1,38,4,3,0,3,1,8237,4658,2,1,11,3,1,1,11,3,3,7,6,7,6
29,1,1,995,1,2,1,0,1,1,87,3,2,4,4,2,8853,24483,1,1,19,3,4,1,6,0,4,6,4,1,3
50,1,0,264,0,9,3,3,3,1,59,3,5,5,3,1,19331,19519,4,0,16,3,3,1,27,2,3,1,0,0,0
23,1,0,977,1,10,3,4,4,1,45,4,1,1,3,1,2073,12826,2,1,16,3,4,1,4,2,3,2,2,2,2
36,1,1,1302,1,6,4,0,1,1,80,4,2,2,1,1,5562,19711,3,0,13,3,4,1,9,3,3,3,2,0,2
42,1,0,1059,1,9,2,1,4,1,93,2,5,5,4,0,19613,26362,8,1,22,4,4,0,24,2,3,1,0,0,1
35,1,0,750,1,28,3,0,2,1,46,4,2,2,3,1,3407,25348,1,1,17,3,4,2,10,3,2,10,9,6,8
34,1,1,653,1,10,4,4,4,1,92,2,2,4,3,1,5063,15332,1,1,14,3,2,1,8,3,2,8,2,7,7
40,1,0,118,0,14,2,0,4,0,84,3,2,0,1,1,4639,11262,1,1,15,3,3,1,5,2,3,5,4,1,2
43,1,0,990,1,27,3,4,4,1,87,4,1,2,2,2,4876,5855,5,1,12,3,3,1,8,0,3,6,4,0,2
35,1,0,1349,1,7,2,0,3,1,63,2,1,2,4,1,2690,7713,1,1,18,3,4,1,1,5,2,1,0,0,1
46,1,0,563,0,1,4,0,4,1,56,4,4,5,1,0,17567,3156,1,1,15,3,2,0,27,5,1,26,0,0,12
28,0,0,329,1,24,3,2,3,1,51,3,1,2,2,1,2408,7324,1,0,17,3,3,3,1,3,3,1,1,0,0
22,1,2,457,1,26,2,1,2,0,85,2,1,1,3,1,2814,10293,1,0,14,3,2,0,4,2,2,4,2,1,3
50,1,1,1234,1,20,5,2,2,1,41,3,4,4,3,1,11245,20689,2,0,15,3,3,1,32,3,3,30,8,12,13
32,1,0,634,1,5,4,1,2,0,35,4,1,1,4,1,3312,18783,3,1,17,3,4,2,6,3,3,3,2,0,2
44,1,0,1313,1,7,3,2,2,0,31,3,5,7,4,2,19049,3549,0,0,14,3,4,1,23,4,2,22,7,1,10
30,1,0,241,1,7,3,2,2,1,48,2,1,1,2,1,2141,5348,1,1,12,3,2,1,6,3,2,6,4,1,1
45,1,0,1015,1,5,5,2,3,0,50,1,2,2,1,0,5769,23447,1,0,14,3,1,0,10,3,3,10,7,1,4
45,1,2,336,0,26,3,3,1,1,52,2,2,0,1,1,4385,24162,1,1,15,3,1,1,10,2,3,10,7,4,5
31,1,1,715,0,2,4,1,4,1,54,3,2,0,1,0,5332,21602,7,1,13,3,4,0,10,3,3,5,2,0,3
36,1,0,559,1,12,4,0,3,0,76,3,2,3,3,1,4663,12421,9,0,12,3,2,2,7,2,3,3,2,1,1
34,1,1,426,1,10,4,0,3,1,42,4,2,3,4,2,4724,17000,1,1,13,3,1,1,9,3,3,9,7,7,2
49,1,0,722,1,25,4,0,3,0,84,3,1,2,1,1,3211,22102,1,1,14,3,4,1,10,3,2,9,6,1,4
39,1,0,1387,1,10,5,2,2,1,76,3,2,3,1,1,5377,3835,2,1,13,3,4,3,10,3,3,7,7,7,7
27,1,0,1302,1,19,3,1,4,1,67,2,1,2,1,2,4066,16290,1,1,11,3,1,2,7,3,3,7,7,0,7
35,1,0,819,1,18,5,0,2,1,48,4,2,1,1,1,5208,26312,1,1,11,3,4,0,16,2,3,16,15,1,10
28,1,0,580,1,27,3,2,2,0,39,1,2,3,1,2,4877,20460,0,1,21,4,2,1,6,5,2,5,3,0,0
21,1,0,546,1,5,1,2,3,1,97,3,1,1,4,0,3117,26009,1,1,18,3,3,0,3,2,3,2,2,2,2
18,0,1,544,0,3,2,2,2,0,70,3,1,6,4,0,1569,18420,1,0,12,3,3,0,0,2,4,0,0,0,0
47,1,0,1176,2,26,4,0,4,0,98,3,5,5,3,1,19658,5220,3,1,11,3,3,1,27,2,3,5,2,1,0
39,1,0,170,1,3,2,2,3,1,76,2,2,2,3,2,3069,10302,0,1,15,3,4,1,11,3,3,10,8,0,7
40,1,0,884,1,15,3,0,1,0,80,2,3,3,3,1,10435,25800,1,1,13,3,4,2,18,2,3,18,15,14,12
35,1,2,208,1,8,4,0,3,0,52,3,2,4,3,1,4148,12250,1,1,12,3,4,1,15,5,3,14,11,2,9
37,1,0,671,1,19,3,0,3,1,85,3,2,3,3,1,5768,26493,3,1,17,3,1,3,9,2,2,4,3,0,2
39,1,1,711,1,4,3,2,1,0,81,3,2,3,3,0,5042,3140,0,1,13,3,4,0,10,2,1,9,2,3,8
45,1,0,1329,1,2,2,1,4,0,59,2,2,3,4,2,5770,5388,1,1,19,3,1,2,10,3,3,10,7,3,9
38,1,0,397,1,2,2,2,4,0,54,2,3,3,3,1,7756,14199,3,0,19,3,4,1,10,6,4,5,4,0,2
35,0,0,737,0,10,3,2,4,1,55,2,3,0,1,1,10306,21530,9,1,17,3,3,0,15,3,3,13,12,6,0
37,1,0,1470,1,10,3,2,2,0,71,3,1,1,2,1,3936,9953,1,1,11,3,1,1,8,2,1,8,4,7,7
40,1,0,448,1,16,3,0,3,0,84,3,3,3,4,0,7945,19948,6,0,15,3,4,0,18,2,2,4,2,3,3
44,1,1,602,2,1,5,5,1,1,37,3,2,8,4,1,5743,10503,4,0,11,3,3,0,14,3,3,10,7,0,2
48,1,1,365,1,4,5,2,3,1,89,2,4,5,4,1,15202,5602,2,1,25,4,2,1,23,3,3,2,2,2,2
35,0,0,763,0,15,2,2,1,1,59,1,2,0,4,2,5440,22098,6,0,14,3,4,2,7,2,2,2,2,2,2
24,1,1,567,1,2,1,4,1,0,32,3,1,1,4,0,3760,17218,1,0,13,3,3,0,6,2,3,6,3,1,3
27,1,0,486,1,8,3,2,2,0,86,4,1,1,3,1,3517,22490,7,1,17,3,1,0,5,0,3,3,2,0,2
27,1,1,591,1,2,3,2,4,1,87,3,1,1,4,0,2580,6297,2,1,13,3,3,0,6,0,2,4,2,1,2
40,0,0,1329,1,7,3,0,1,1,73,3,1,2,1,0,2166,3339,3,0,14,3,2,0,10,3,1,4,2,0,3
29,1,0,469,0,10,3,2,3,1,42,2,2,0,3,0,5869,23413,9,1,11,3,3,0,8,2,3,5,2,1,4
36,1,0,711,1,5,4,0,2,0,42,3,3,4,1,1,8008,22792,4,1,12,3,3,2,9,6,3,3,2,0,2
25,1,1,772,1,2,1,0,4,1,77,4,2,3,3,2,5206,4973,1,1,17,3,3,2,7,6,3,7,7,0,7
39,1,0,492,1,12,3,2,4,1,66,3,2,3,2,1,5295,7693,4,1,21,4,3,0,7,3,3,5,4,1,0
49,1,0,301,1,22,4,1,1,0,72,3,4,7,2,1,16413,3498,3,1,16,3,2,2,27,2,3,4,2,1,2
50,1,0,813,1,17,5,0,4,0,50,2,3,7,1,2,13269,21981,5,1,15,3,3,3,19,3,3,14,11,1,11
20,1,0,1141,0,2,3,2,3,0,31,3,1,6,3,0,2783,13251,1,1,19,3,1,0,2,3,3,2,2,2,2
34,1,0,1130,1,3,3,0,4,0,66,3,2,1,2,2,5433,19332,1,1,12,3,3,1,11,2,3,11,8,7,9
36,1,0,311,1,7,3,0,1,1,77,3,1,2,2,0,2013,10950,2,1,11,3,3,0,15,4,3,4,3,1,3
49,1,0,465,1,6,1,0,3,0,41,2,4,4,3,1,13966,11652,2,0,19,3,2,1,30,3,3,15,11,2,12
36,1,2,894,1,1,4,2,4,0,33,2,2,3,3,1,4374,15411,0,1,15,3,3,0,4,6,3,3,2,1,2
36,1,0,1040,1,3,2,0,4,1,79,4,2,4,1,2,6842,26308,6,1,20,4,1,1,13,3,3,5,4,0,4
54,1,0,584,1,22,5,2,2,0,91,3,4,5,3,1,17426,18685,3,1,25,4,3,1,36,6,3,10,8,4,7
43,1,0,1291,1,15,2,0,3,1,65,2,4,7,3,1,17603,3525,1,1,24,4,1,1,14,3,3,14,10,6,11
35,0,1,880,0,12,4,1,4,1,36,3,2,0,4,0,4581,10414,3,0,24,4,1,0,13,2,4,11,9,6,7
38,1,1,1189,1,1,3,0,4,1,90,3,2,1,4,1,4735,9867,7,1,15,3,4,2,19,4,4,13,11,2,9
29,1,0,991,0,5,3,2,1,1,43,2,2,0,2,2,4187,3356,1,0,13,3,2,1,10,3,2,10,0,0,9
33,1,0,392,0,2,4,2,4,1,93,3,2,0,4,2,5505,3921,1,1,14,3,3,2,6,5,3,6,2,0,4
32,1,0,977,1,2,3,2,4,1,45,3,2,1,2,2,5470,25518,0,1,13,3,3,2,10,4,2,9,5,1,6
31,1,0,1112,0,5,4,0,1,0,67,3,2,0,4,1,5476,22589,1,1,11,3,1,2,10,2,3,10,0,0,2
49,1,0,464,1,16,3,2,4,0,74,3,1,2,1,2,2587,24941,4,0,16,3,2,1,17,2,2,2,2,2,2
38,1,1,148,1,2,3,2,4,0,42,2,1,2,2,0,2440,23826,1,1,22,4,2,0,4,3,3,4,3,3,3
47,1,0,1225,0,2,4,0,2,0,47,4,4,5,2,2,15972,21086,6,1,14,3,3,3,29,2,3,3,2,1,2
49,1,0,809,1,1,3,0,3,1,36,3,4,5,3,0,15379,22384,4,1,14,3,1,0,23,2,3,8,7,0,0
41,1,0,1206,0,23,2,0,4,1,80,3,3,0,3,0,7082,11591,3,0,16,3,4,0,21,2,3,2,0,0,2
20,1,0,727,0,9,1,0,4,1,54,3,1,6,1,0,2728,21082,1,1,11,3,1,0,2,3,3,2,2,0,2
33,1,2,530,0,16,3,0,3,0,36,3,2,0,4,2,5368,16130,1,0,25,4,3,1,7,2,3,6,5,1,2
36,1,0,1351,1,26,4,0,1,1,80,3,2,4,3,1,5347,7419,6,1,14,3,2,2,10,2,2,3,2,0,2
44,1,0,528,2,1,3,0,3,0,44,3,1,8,4,2,3195,4167,4,0,18,3,1,3,8,2,3,2,2,2,2
23,0,0,1320,1,8,1,2,4,1,93,2,1,2,3,0,3989,20586,1,0,11,3,1,0,5,2,3,5,4,1,2
38,1,0,1495,1,4,2,2,4,0,87,3,1,2,3,1,3306,26176,7,1,19,3,4,1,7,5,2,0,0,0,0
53,1,0,1395,1,24,4,2,2,1,48,4,3,4,4,1,7005,3458,3,1,15,3,3,0,11,2,3,4,3,1,2
48,0,1,708,0,7,2,2,4,0,95,3,1,6,3,1,2655,11740,2,0,11,3,3,2,19,3,3,9,7,7,7
32,0,0,1259,1,2,4,0,4,1,95,3,1,2,2,0,1393,24852,1,1,12,3,1,0,1,2,3,1,0,0,0
26,1,2,786,1,7,3,2,4,1,76,3,1,2,4,0,2570,11925,1,1,20,4,3,0,7,5,3,7,7,5,7
55,1,0,1441,1,22,3,4,1,1,94,2,1,1,2,2,3537,23737,5,1,12,3,4,1,8,1,3,4,2,1,2
34,1,0,1157,1,5,2,2,2,1,57,2,2,2,4,1,3986,11912,1,1,14,3,3,1,15,3,4,15,10,4,13
60,1,0,370,1,1,4,2,3,1,92,1,3,4,4,2,10883,20467,3,1,20,4,3,1,19,2,4,1,0,0,0
33,1,0,267,1,21,3,2,2,1,79,4,1,2,2,1,2028,13637,1,1,18,3,4,3,14,6,3,14,11,2,13
37,1,1,1278,0,1,4,2,3,1,31,1,2,0,4,2,9525,7677,1,1,14,3,3,2,6,2,2,6,3,1,3
34,1,0,678,1,19,3,0,2,0,35,2,1,1,4,1,2929,20338,1,1,12,3,2,0,10,3,3,10,9,8,7
23,0,0,427,0,7,3,0,3,1,99,3,1,6,4,2,2275,25103,1,0,21,4,2,1,3,2,3,3,2,0,2
44,1,0,921,1,2,3,0,3,0,96,4,3,4,4,1,7879,14810,1,0,19,3,2,1,9,2,3,8,7,6,7
35,1,1,146,1,2,4,2,1,1,79,2,1,1,4,0,4930,13970,0,0,14,3,3,0,6,2,4,5,4,1,4
43,1,0,1179,0,2,3,2,4,1,73,3,2,0,4,1,7847,6069,1,0,17,3,1,1,10,3,3,10,9,8,8
24,1,0,581,1,9,3,2,3,1,62,4,1,1,3,1,4401,17616,1,1,16,3,4,1,5,1,3,5,3,0,4
41,1,0,918,0,6,3,3,4,1,35,3,3,0,3,0,9241,15869,1,1,12,3,2,0,10,3,3,10,8,8,7
29,1,0,1082,1,9,4,2,4,0,43,3,1,2,3,1,2974,25412,9,1,17,3,3,1,9,2,3,5,3,1,2
36,1,0,530,0,2,4,0,3,0,51,3,2,6,4,0,4502,7439,3,1,15,3,3,0,17,2,2,13,7,6,7
45,1,2,1238,1,1,1,0,3,1,74,2,3,4,3,1,10748,3395,3,1,23,4,4,1,25,3,2,23,15,14,4
24,0,0,240,2,22,1,5,4,1,58,1,1,8,3,1,1555,11585,1,1,11,3,3,1,1,2,3,1,0,0,0
47,0,1,1093,0,9,3,0,3,1,82,1,4,0,3,1,12936,24164,7,1,11,3,3,0,25,3,1,23,5,14,10
26,1,0,390,1,17,4,2,4,1,62,1,1,2,3,1,2305,6217,1,1,15,3,3,3,3,3,4,3,2,0,2
45,1,0,1005,1,28,2,4,4,0,48,2,4,7,2,0,16704,17119,1,1,11,3,3,0,21,2,3,21,6,8,6
32,1,1,585,1,10,3,0,1,1,56,3,1,1,3,1,3433,17360,6,1,13,3,1,1,10,3,2,5,2,1,3
31,1,0,741,1,2,4,0,2,1,69,3,1,2,3,1,3477,18103,1,1,14,3,4,1,6,2,4,5,2,0,3
41,1,2,552,2,4,3,5,3,1,60,1,2,8,2,1,6430,20794,6,1,19,3,2,1,10,4,3,3,2,1,2
40,1,0,369,1,8,2,0,2,0,92,3,2,3,1,1,6516,5041,2,0,16,3,2,1,18,3,3,1,0,0,0
24,1,0,506,1,29,1,2,2,1,91,3,1,2,1,2,3907,3622,1,1,13,3,2,3,6,2,4,6,2,1,2
46,1,0,717,1,13,4,0,3,1,34,3,2,4,2,0,5562,9697,6,1,14,3,4,0,19,3,3,10,7,0,9
35,1,0,1370,1,27,4,0,4,1,49,3,2,3,3,1,6883,5151,2,1,16,3,2,1,17,3,3,7,7,0,7
30,1,0,793,1,16,1,0,2,1,33,3,1,1,4,1,2862,3811,1,1,12,3,2,1,10,2,2,10,0,0,8
47,1,2,543,0,2,4,3,3,1,87,3,2,0,2,1,4978,3536,7,1,11,3,4,1,4,3,1,1,0,0,0
46,1,0,1277,0,2,3,0,3,1,74,3,3,0,4,2,10368,5596,4,0,12,3,2,1,13,5,2,10,6,0,3
36,0,0,1456,0,13,5,3,2,1,96,2,2,0,1,2,6134,8658,5,0,13,3,2,3,16,3,3,2,2,2,2
32,0,0,964,0,1,2,0,1,1,34,1,2,0,2,0,6735,12147,6,1,15,3,2,0,10,2,3,0,0,0,0
23,1,0,160,1,4,1,2,3,0,51,3,1,2,2,0,3295,12862,1,1,13,3,3,0,3,3,1,3,2,1,2
31,1,1,163,1,24,1,4,4,0,30,3,2,3,4,0,5238,6670,2,1,20,4,4,0,9,3,2,5,4,1,4
39,1,2,792,1,1,3,0,4,1,77,3,2,2,4,1,6472,8989,1,0,15,3,4,1,9,2,3,9,8,5,8
32,1,0,371,0,19,3,0,4,1,80,1,3,0,3,1,9610,3840,3,1,13,3,3,1,10,2,1,4,3,0,2
40,1,0,611,0,7,4,2,2,1,88,3,5,5,2,0,19833,4349,1,1,14,3,2,0,21,3,2,21,8,12,8
45,1,0,176,2,4,3,0,3,0,56,1,3,8,3,1,9756,6595,4,1,21,4,3,2,9,2,4,5,0,0,3
30,1,1,1312,1,2,4,4,4,0,78,2,1,1,1,0,4968,26427,0,1,16,3,4,0,10,2,3,9,7,0,7
24,1,1,897,2,10,3,2,1,1,59,3,1,8,4,1,2145,2097,0,1,14,3,4,1,3,2,3,2,2,2,1
30,0,1,600,2,8,3,5,3,0,66,2,1,8,4,2,2180,9732,6,1,11,3,3,1,6,0,2,4,2,1,2
31,1,0,1003,0,5,3,4,1,1,51,3,2,0,3,1,8346,20943,1,1,19,3,3,1,6,3,3,5,2,0,2
27,1,0,1054,1,8,3,2,3,0,67,3,1,1,4,0,3445,6152,1,1,11,3,3,0,6,5,2,6,2,1,4
29,0,0,428,0,9,3,3,2,0,52,1,1,6,2,0,2760,14630,1,1,13,3,3,0,2,3,3,2,2,2,2
29,1,1,461,1,1,3,0,4,1,70,4,2,4,3,0,6294,23060,8,0,12,3,4,0,10,5,4,3,2,0,2
30,1,0,979,0,15,2,3,3,1,94,2,3,0,1,2,7140,3088,2,1,11,3,1,1,12,2,3,7,7,1,7
34,1,0,181,1,2,4,2,4,1,97,4,1,1,4,1,2932,5586,0,0,14,3,1,3,6,3,3,5,0,1,2
33,1,2,1283,0,2,3,3,4,0,62,3,2,0,2,0,5147,10697,8,1,15,3,4,0,13,2,2,11,7,1,7
49,1,0,1313,0,11,4,3,4,0,80,3,2,0,4,0,4507,8191,3,1,12,3,3,0,8,1,4,5,1,0,4
33,0,0,211,0,16,3,0,1,0,74,3,3,0,1,0,8564,10092,2,0,20,4,3,0,11,2,2,0,0,0,0
38,1,1,594,1,2,2,2,3,0,75,2,1,2,2,1,2468,15963,4,1,14,3,2,1,9,4,2,6,1,0,5
31,0,0,1079,0,16,4,3,1,1,70,3,3,0,3,1,8161,19002,2,1,13,3,1,3,10,2,3,1,0,0,0
29,1,0,590,1,4,3,4,4,0,91,2,1,1,1,2,2109,10007,1,1,13,3,3,1,1,2,3,1,0,0,0
30,1,0,305,1,16,3,0,3,1,58,4,2,4,3,1,5294,9128,3,1,16,3,3,1,10,3,3,7,0,1,7
32,1,2,953,1,5,4,4,2,1,65,3,1,1,2,0,2718,17674,2,1,14,3,2,0,12,3,3,7,7,0,7
38,1,0,833,1,18,3,2,2,1,60,1,2,4,4,1,5811,24539,3,0,16,3,3,1,15,2,3,1,0,1,0
43,0,1,807,1,17,3,4,3,1,38,2,1,1,3,1,2437,15587,9,0,16,3,4,1,6,4,3,1,0,0,0
42,1,0,855,1,12,3,2,2,1,57,3,1,2,2,2,2766,8952,8,1,22,4,2,3,7,6,2,5,3,0,4
55,1,0,478,1,2,3,2,3,1,60,2,5,7,1,1,19038,19805,8,1,12,3,2,3,34,2,3,1,0,0,0
33,1,2,775,1,4,3,4,4,1,90,3,2,1,2,2,3055,6194,5,1,15,3,4,2,11,2,2,9,8,1,7
41,1,0,548,1,9,4,0,3,1,94,3,1,2,1,2,2289,20520,1,1,20,4,2,2,5,2,3,5,3,0,4
34,1,2,1375,0,10,3,0,4,1,87,3,2,0,3,2,4001,12313,1,0,14,3,3,1,15,3,3,15,14,0,7
53,1,2,661,1,1,4,2,1,0,60,2,4,3,3,1,12965,22308,4,0,20,4,4,3,27,2,2,3,2,0,2
43,1,0,244,2,2,3,0,2,1,97,3,1,8,4,0,3539,5033,0,1,13,3,2,0,10,5,3,9,7,1,8
34,1,0,511,0,3,2,0,4,0,32,1,2,0,4,0,6029,25353,5,1,12,3,1,0,6,3,3,2,2,2,2
21,0,0,337,0,7,1,3,2,1,31,3,1,6,2,0,2679,4567,1,1,13,3,2,0,1,3,3,1,0,1,0
38,1,0,1153,1,6,2,1,4,0,40,2,1,2,3,1,3702,16376,1,1,11,3,2,1,5,3,3,5,4,0,4
22,0,0,1294,1,8,1,2,3,0,79,3,1,2,1,1,2398,15999,1,0,17,3,3,0,1,6,3,1,0,0,0
